ONS	OS
E05001235	7000000000000031
E05001745	7000000000021160
E05001746	7000000000021175
E05001747	7000000000021167
E05001748	7000000000025602
E05001749	7000000000042137
E05001750	7000000000021185
E05001751	7000000000020998
E05001752	7000000000020999
E05001753	7000000000025604
E05001754	7000000000025596
E05001755	7000000000021194
E05001756	7000000000025598
E05001757	7000000000021156
E05001758	7000000000021183
E05001759	7000000000025599
E05001760	7000000000021157
E05001761	7000000000025597
E05001762	7000000000021400
E05001763	7000000000025600
E05001764	7000000000025603
E05001765	7000000000021171
E05001766	7000000000025601
E05002735	7000000000001589
E05002736	7000000000001665
E05002737	7000000000001664
E05002738	7000000000001374
E05002739	7000000000042223
E05002740	7000000000042221
E05002741	7000000000001365
E05002742	7000000000042224
E05002743	7000000000001587
E05002744	7000000000001372
E05002745	7000000000042226
E05002746	7000000000001361
E05002747	7000000000001368
E05002748	7000000000001369
E05002749	7000000000001668
E05002750	7000000000042227
E05002751	7000000000001382
E05002752	7000000000042225
E05002753	7000000000001376
E05002754	7000000000042222
E05002755	7000000000001581
E05002756	7000000000001387
E05002757	7000000000042228
E05002758	7000000000001389
E05002759	7000000000042229
E05002760	7000000000001388
E05002761	7000000000001663
E05004037	7000000000019903
E05004038	7000000000041998
E05004039	7000000000019887
E05004040	7000000000019890
E05004041	7000000000019799
E05004042	7000000000019902
E05004043	7000000000019900
E05004044	7000000000041997
E05004045	7000000000020100
E05004046	7000000000019863
E05004047	7000000000019897
E05004048	7000000000019862
E05004049	7000000000019889
E05004050	7000000000019860
E05004051	7000000000019868
E05004052	7000000000019777
E05004053	7000000000019909
E05004054	7000000000020142
E05004055	7000000000019886
E05004056	7000000000019914
E05004057	7000000000019880
E05004058	7000000000019851
E05004059	7000000000019840
E05004060	7000000000019910
E05004061	7000000000019907
E05004062	7000000000019692
E05004063	7000000000019693
E05004064	7000000000019696
E05004065	7000000000019695
E05004066	7000000000019882
E05001935	7000000000000585
E05001936	7000000000025557
E05001937	7000000000025555
E05001938	7000000000039082
E05001939	7000000000000589
E05001940	7000000000025513
E05001941	7000000000025512
E05001942	7000000000025529
E05001943	7000000000000503
E05001944	7000000000025532
E05001945	7000000000039079
E05001946	7000000000000568
E05001947	7000000000000878
E05001948	7000000000000625
E05001949	7000000000000584
E05001950	7000000000000578
E05001951	7000000000000590
E05001952	7000000000000501
E05001953	7000000000000538
E05001954	7000000000000523
E05001955	7000000000000522
E05001956	7000000000000595
E05001957	7000000000000508
E05001958	7000000000000588
E05001959	7000000000000526
E05001960	7000000000025545
E05001961	7000000000039078
E05001962	7000000000000882
E05001963	7000000000000569
E05001964	7000000000000573
E05001965	7000000000000529
E05001966	7000000000000571
E05001967	7000000000000592
E05001968	7000000000000519
E05001969	7000000000000587
E05001970	7000000000000593
E05001971	7000000000000499
E05001284	7000000000000058
E05001285	7000000000000011
E05001286	7000000000000065
E05001287	7000000000000004
E05001288	7000000000042511
E05001289	7000000000000059
E05001290	7000000000000007
E05001291	7000000000042510
E05001292	7000000000000061
E05001293	7000000000000055
E05001294	7000000000000015
E05001295	7000000000000187
E05001296	7000000000000014
E05001297	7000000000000013
E05001298	7000000000000088
E05001299	7000000000000060
E05001300	7000000000000030
E05005382	7000000000005079
E05005383	7000000000005041
E05005384	7000000000004934
E05005385	7000000000005123
E05005386	7000000000004924
E05005387	7000000000005080
E05005388	7000000000004932
E05005389	7000000000005108
E05005390	7000000000005126
E05005391	7000000000004977
E05005392	7000000000005072
E05005393	7000000000005069
E05005394	7000000000005066
E05005395	7000000000005113
E05005396	7000000000005118
E05005397	7000000000005082
E05005398	7000000000005119
E05005399	7000000000005120
E05005400	7000000000005076
E05005401	7000000000005037
E05005402	7000000000005109
E05005403	7000000000005040
E05005404	7000000000005081
E05005405	7000000000005107
E05005406	7000000000005121
E05005407	7000000000004930
E05000630	7000000000011250
E05000631	7000000000011352
E05000632	7000000000011123
E05000633	7000000000011148
E05000634	7000000000011355
E05000635	7000000000011353
E05000636	7000000000011124
E05000637	7000000000011276
E05000638	7000000000011125
E05000639	7000000000011356
E05000640	7000000000011251
E05000641	7000000000011121
E05000642	7000000000011343
E05000643	7000000000011359
E05000644	7000000000011162
E05000645	7000000000011161
E05000646	7000000000041912
E05000647	7000000000011146
E05000648	7000000000011354
E05000649	7000000000011163
E05001527	7000000000002162
E05001528	7000000000001981
E05001529	7000000000002094
E05001530	7000000000042592
E05001531	7000000000002092
E05001532	7000000000002121
E05001533	7000000000002109
E05001534	7000000000042595
E05001535	7000000000002047
E05001536	7000000000002119
E05001537	7000000000002131
E05001538	7000000000002039
E05001539	7000000000042594
E05001540	7000000000002045
E05001541	7000000000002056
E05001542	7000000000002163
E05001543	7000000000002059
E05001544	7000000000002057
E05001545	7000000000002062
E05001546	7000000000002049
E05001547	7000000000042596
E05001548	7000000000042597
E05001549	7000000000002055
E05001550	7000000000002033
E05001551	7000000000042593
E05001552	7000000000002043
E05007880	7000000000042303
E05007881	7000000000003136
E05007882	7000000000042297
E05007883	7000000000003611
E05007884	7000000000003152
E05007885	7000000000003140
E05007886	7000000000042299
E05007887	7000000000003141
E05007888	7000000000042298
E05007889	7000000000003160
E05007890	7000000000042296
E05007891	7000000000003144
E05007892	7000000000042302
E05007893	7000000000042301
E05007894	7000000000042300
E05009337	7000000000042338
E05009338	7000000000000429
E05009339	7000000000000231
E05009340	7000000000000371
E05009341	7000000000000373
E05009342	7000000000042337
E05009343	7000000000025444
E05009344	7000000000044510
E05009345	7000000000000364
E05009346	7000000000042339
E05009347	7000000000000362
E05009348	7000000000000235
E05009349	7000000000000233
E05009350	7000000000000237
E05009351	7000000000000367
E05004147	7000000000020055
E05004148	7000000000019959
E05004149	7000000000019960
E05004150	7000000000019943
E05004151	7000000000019964
E05004152	7000000000019965
E05004153	7000000000020058
E05004154	7000000000041783
E05004155	7000000000019962
E05004157	7000000000019989
E05004158	7000000000019945
E05004159	7000000000041784
E05004160	7000000000019953
E05004161	7000000000020059
E05004162	7000000000019955
E05004163	7000000000019958
E05004164	7000000000019957
E05004165	7000000000019954
E05004166	7000000000020065
E05004167	7000000000020026
E05004169	7000000000020024
E05004170	7000000000020021
E05004171	7000000000020087
E05004172	7000000000019970
E05004173	7000000000019951
E05004174	7000000000020061
E05004175	7000000000041785
E05004176	7000000000020064
E05004177	7000000000020063
E05004178	7000000000020089
E05008940	7000000000041782
E05008941	7000000000020017
E05005222	7000000000005022
E05005223	7000000000005016
E05005224	7000000000005003
E05005225	7000000000005017
E05005226	7000000000005013
E05005227	7000000000042016
E05005228	7000000000042964
E05005229	7000000000005005
E05005230	7000000000005031
E05005231	7000000000005122
E05005232	7000000000005028
E05005233	7000000000005033
E05005234	7000000000005001
E05005235	7000000000005019
E05005236	7000000000004946
E05005237	7000000000005030
E05005238	7000000000005026
E05005239	7000000000005000
E05005240	7000000000005008
E05005241	7000000000004970
E05005242	7000000000005007
E05005243	7000000000005012
E05005244	7000000000005014
E05005245	7000000000005160
E05005246	7000000000042014
E05005247	7000000000004951
E05005248	7000000000005020
E05005249	7000000000042017
E05003560	7000000000022551
E05003561	7000000000022566
E05003562	7000000000022853
E05003563	7000000000022542
E05003564	7000000000022790
E05003565	7000000000022573
E05003566	7000000000022498
E05003567	7000000000022531
E05003568	7000000000022532
E05003569	7000000000022787
E05003570	7000000000022557
E05003571	7000000000039066
E05003572	7000000000022554
E05003573	7000000000039065
E05003574	7000000000039068
E05003575	7000000000022526
E05003576	7000000000022476
E05003577	7000000000022840
E05003578	7000000000022547
E05003579	7000000000022527
E05003580	7000000000022529
E05003581	7000000000022564
E05003582	7000000000022502
E05003583	7000000000022505
E05003584	7000000000022535
E05003585	7000000000022537
E05003586	7000000000022865
E05003587	7000000000022522
E05003588	7000000000039067
E05003589	7000000000022841
E05003114	7000000000013194
E05003115	7000000000013116
E05003116	7000000000013064
E05003117	7000000000013222
E05003118	7000000000039112
E05003119	7000000000013219
E05003120	7000000000013123
E05003121	7000000000013192
E05003122	7000000000013008
E05003123	7000000000013228
E05003124	7000000000013205
E05003125	7000000000013206
E05003126	7000000000013230
E05003127	7000000000013154
E05003128	7000000000013235
E05003129	7000000000013010
E05003130	7000000000013098
E05003131	7000000000013153
E05003132	7000000000013216
E05003133	7000000000013208
E05003134	7000000000013151
E05003135	7000000000013148
E05003136	7000000000013211
E05003137	7000000000013238
E05003138	7000000000039114
E05003139	7000000000013155
E05003140	7000000000013103
E05003141	7000000000013067
E05003142	7000000000013113
E05003143	7000000000039113
E05003144	7000000000013062
E05000475	7000000000010918
E05000476	7000000000010928
E05000477	7000000000010911
E05000478	7000000000041812
E05000479	7000000000010915
E05000480	7000000000010923
E05000481	7000000000010921
E05000482	7000000000010849
E05000483	7000000000010970
E05000484	7000000000010972
E05000485	7000000000010924
E05000486	7000000000010850
E05000487	7000000000010922
E05000488	7000000000010925
E05000489	7000000000011177
E05000490	7000000000010912
E05000491	7000000000041811
E05000492	7000000000011179
E05000493	7000000000010931
E05000494	7000000000010973
E05001236	7000000000000120
E05001237	7000000000000107
E05001238	7000000000000119
E05001239	7000000000042443
E05001240	7000000000000115
E05001241	7000000000000128
E05001242	7000000000000110
E05001243	7000000000042444
E05001244	7000000000000106
E05001245	7000000000000096
E05001246	7000000000000177
E05001247	7000000000000124
E05001248	7000000000000123
E05001249	7000000000000176
E05001250	7000000000000112
E05001251	7000000000000178
E05001252	7000000000000175
E05001253	7000000000042441
E05001254	7000000000000116
E05001255	7000000000000113
E05001256	7000000000000127
E05001257	7000000000000126
E05001258	7000000000000121
E05001259	7000000000042442
E05001882	7000000000009263
E05001883	7000000000009353
E05001884	7000000000009679
E05001885	7000000000009284
E05001886	7000000000009265
E05001887	7000000000009305
E05001888	7000000000009273
E05001889	7000000000009352
E05001890	7000000000038853
E05001891	7000000000009240
E05001892	7000000000009357
E05001893	7000000000009364
E05001894	7000000000009292
E05001895	7000000000009355
E05001896	7000000000042257
E05001897	7000000000009520
E05001898	7000000000009298
E05001899	7000000000009269
E05001900	7000000000009277
E05001901	7000000000009271
E05001902	7000000000038852
E05001903	7000000000038855
E05001904	7000000000009289
E05001905	7000000000009239
E05001906	7000000000009286
E05001907	7000000000038851
E05001908	7000000000042258
E05001909	7000000000009337
E05001910	7000000000009360
E05001911	7000000000009680
E05001912	7000000000009275
E05001913	7000000000009532
E05001914	7000000000009335
E05004516	7000000000017341
E05004517	7000000000017401
E05004518	7000000000017548
E05004519	7000000000017347
E05004520	7000000000017549
E05004521	7000000000017372
E05004522	7000000000017547
E05004523	7000000000041919
E05004524	7000000000017385
E05004525	7000000000017402
E05004526	7000000000017556
E05004527	7000000000017345
E05004528	7000000000017344
E05004529	7000000000041918
E05004530	7000000000017545
E05008857	7000000000044353
E05008858	7000000000008166
E05008859	7000000000044345
E05008860	7000000000008186
E05008861	7000000000008188
E05008862	7000000000008170
E05008863	7000000000008221
E05008864	7000000000008183
E05008865	7000000000044350
E05008866	7000000000008218
E05008867	7000000000044355
E05008868	7000000000044358
E05008869	7000000000008185
E05008870	7000000000008161
E05008871	7000000000044348
E05008872	7000000000044351
E05008873	7000000000044343
E05008874	7000000000042074
E05008875	7000000000008154
E05008876	7000000000044344
E05008877	7000000000044357
E05008878	7000000000008220
E05008879	7000000000008155
E05008880	7000000000044352
E05008881	7000000000044349
E05008882	7000000000044342
E05008883	7000000000008187
E05008884	7000000000008172
E05008885	7000000000044346
E05008886	7000000000044347
E05008887	7000000000044356
E05008888	7000000000008173
E05008889	7000000000008217
E05008890	7000000000008168
E05008891	7000000000044354
E05008892	7000000000042075
E05001553	7000000000002389
E05001554	7000000000002390
E05001555	7000000000002377
E05001556	7000000000002410
E05001557	7000000000002380
E05001558	7000000000002387
E05001559	7000000000042166
E05001560	7000000000002396
E05001561	7000000000002376
E05001562	7000000000042167
E05001563	7000000000002395
E05001564	7000000000002419
E05001565	7000000000002383
E05001566	7000000000002374
E05001567	7000000000002385
E05001568	7000000000002393
E05001569	7000000000002207
E05001570	7000000000002382
E05001571	7000000000002398
E05001572	7000000000002403
E05001573	7000000000002578
E05001574	7000000000002402
E05001575	7000000000002401
E05001576	7000000000002407
E05006362	7000000000007970
E05006363	7000000000007967
E05006364	7000000000008053
E05006365	7000000000008030
E05006366	7000000000008233
E05006367	7000000000008247
E05006368	7000000000008176
E05006369	7000000000008177
E05006370	7000000000008225
E05006371	7000000000008181
E05006372	7000000000008050
E05006373	7000000000008179
E05006374	7000000000008234
E05006375	7000000000008226
E05006376	7000000000008048
E05005801	7000000000007149
E05005802	7000000000007187
E05005803	7000000000007194
E05005804	7000000000007220
E05005805	7000000000006885
E05005806	7000000000007165
E05005807	7000000000007233
E05005808	7000000000042144
E05005809	7000000000042141
E05005810	7000000000006992
E05005811	7000000000042146
E05005812	7000000000007155
E05005813	7000000000007211
E05005814	7000000000042143
E05005815	7000000000007161
E05005816	7000000000042928
E05005817	7000000000007000
E05005818	7000000000007191
E05005819	7000000000006996
E05005820	7000000000042145
E05005821	7000000000007219
E05005822	7000000000007201
E05005823	7000000000007204
E05005824	7000000000007012
E05005825	7000000000007176
E05005826	7000000000007005
E05005827	7000000000007218
E05005828	7000000000007232
E05005829	7000000000007213
E05005830	7000000000042140
E05005831	7000000000042139
E05005832	7000000000007228
E05005833	7000000000042142
E05005834	7000000000006898
E05005835	7000000000007158
E05005836	7000000000007225
E05005837	7000000000006998
E05005838	7000000000007147
E05005839	7000000000007215
E05005840	7000000000007004
E05005841	7000000000042138
E05005842	7000000000006897
E05005877	7000000000042396
E05005878	7000000000006800
E05005879	7000000000006751
E05005880	7000000000006777
E05005881	7000000000006765
E05005882	7000000000006769
E05005883	7000000000006786
E05005884	7000000000006761
E05005885	7000000000042400
E05005886	7000000000042395
E05005887	7000000000006763
E05005888	7000000000006779
E05005889	7000000000042929
E05005696	7000000000005486
E05005697	7000000000005457
E05005698	7000000000005491
E05005699	7000000000005523
E05005700	7000000000039097
E05005701	7000000000005923
E05005702	7000000000005929
E05005703	7000000000005926
E05005704	7000000000005897
E05005705	7000000000005877
E05005706	7000000000005922
E05005707	7000000000005497
E05005708	7000000000005508
E05005709	7000000000005730
E05005710	7000000000005813
E05005711	7000000000005838
E05005712	7000000000005889
E05005713	7000000000005909
E05005714	7000000000039094
E05005715	7000000000005902
E05005716	7000000000005913
E05005717	7000000000005512
E05005718	7000000000005520
E05005719	7000000000005873
E05005720	7000000000005454
E05009002	7000000000003629
E05009003	7000000000003626
E05009004	7000000000003619
E05009005	7000000000003624
E05009006	7000000000003705
E05009007	7000000000003634
E05009008	7000000000003636
E05009009	7000000000003620
E05009010	7000000000003618
E05009011	7000000000003627
E05004179	7000000000020081
E05004180	7000000000020073
E05004181	7000000000020069
E05004182	7000000000020083
E05004183	7000000000020084
E05004184	7000000000020074
E05004185	7000000000020078
E05004186	7000000000020076
E05004187	7000000000020067
E05004188	7000000000020068
E05004189	7000000000020054
E05001842	7000000000003481
E05001843	7000000000002991
E05001844	7000000000003384
E05001845	7000000000003566
E05001846	7000000000003313
E05001847	7000000000003344
E05001848	7000000000003421
E05001849	7000000000003520
E05001850	7000000000003479
E05001851	7000000000003467
E05001852	7000000000003329
E05001853	7000000000003524
E05001854	7000000000042161
E05001855	7000000000003461
E05001856	7000000000003410
E05001857	7000000000003378
E05001858	7000000000003398
E05001859	7000000000003279
E05001860	7000000000042164
E05001861	7000000000003583
E05001862	7000000000002955
E05001863	7000000000003553
E05001864	7000000000003505
E05001865	7000000000002966
E05001866	7000000000003564
E05001867	7000000000002957
E05001868	7000000000042163
E05001869	7000000000002971
E05001870	7000000000003455
E05001871	7000000000002973
E05001872	7000000000002977
E05001873	7000000000003385
E05001874	7000000000003383
E05001875	7000000000003598
E05001876	7000000000003417
E05001877	7000000000003469
E05001878	7000000000003406
E05001879	7000000000003556
E05001880	7000000000003389
E05001881	7000000000003515
E05002212	7000000000019475
E05002213	7000000000019471
E05002214	7000000000019454
E05002215	7000000000019473
E05002216	7000000000041619
E05002217	7000000000019470
E05002218	7000000000019449
E05002219	7000000000041618
E05002220	7000000000041617
E05002221	7000000000019630
E05002222	7000000000019443
E05002223	7000000000019633
E05002224	7000000000019632
E05002225	7000000000019447
E05002226	7000000000019450
E05002227	7000000000041616
E05002228	7000000000041620
E05008327	7000000000043929
E05008328	7000000000043933
E05008329	7000000000043944
E05008330	7000000000044035
E05008331	7000000000043934
E05008332	7000000000044043
E05008333	7000000000043958
E05008334	7000000000044067
E05008335	7000000000044026
E05008336	7000000000044042
E05008337	7000000000044036
E05008338	7000000000044030
E05008339	7000000000044024
E05008340	7000000000044083
E05008341	7000000000044059
E05008342	7000000000044085
E05008343	7000000000044044
E05008344	7000000000044071
E05008345	7000000000044072
E05008346	7000000000043970
E05008347	7000000000044084
E05008348	7000000000043969
E05008349	7000000000044073
E05008350	7000000000044075
E05008351	7000000000044074
E05008352	7000000000043963
E05008353	7000000000044058
E05008354	7000000000043962
E05008355	7000000000043949
E05008356	7000000000044049
E05008357	7000000000043961
E05008358	7000000000043966
E05008359	7000000000044069
E05008360	7000000000043943
E05008361	7000000000043945
E05008362	7000000000043947
E05008363	7000000000043926
E05008364	7000000000043960
E05008365	7000000000044054
E05008366	7000000000044025
E05008367	7000000000044034
E05008368	7000000000043946
E05008369	7000000000044047
E05008370	7000000000043938
E05008371	7000000000043964
E05008372	7000000000044060
E05008373	7000000000043967
E05008374	7000000000044070
E05008375	7000000000044055
E05008376	7000000000043948
E05008377	7000000000044056
E05008378	7000000000044032
E05008379	7000000000043942
E05008380	7000000000044020
E05008381	7000000000043940
E05008382	7000000000044028
E05008383	7000000000043952
E05008384	7000000000044051
E05008385	7000000000044057
E05008386	7000000000043955
E05008387	7000000000044063
E05008388	7000000000044061
E05008389	7000000000044078
E05008390	7000000000044052
E05008391	7000000000044065
E05008392	7000000000044062
E05008393	7000000000044064
E05008394	7000000000044045
E05008395	7000000000044039
E05008396	7000000000044041
E05008397	7000000000044046
E05008398	7000000000044040
E05008399	7000000000044038
E05008400	7000000000044023
E05008401	7000000000044031
E05008402	7000000000044082
E05008403	7000000000044080
E05008404	7000000000044081
E05008405	7000000000044079
E05008406	7000000000043965
E05008407	7000000000044066
E05008408	7000000000044068
E05008409	7000000000044027
E05008410	7000000000043953
E05008411	7000000000044022
E05008412	7000000000043931
E05008413	7000000000044050
E05008414	7000000000044021
E05008415	7000000000044029
E05008416	7000000000044033
E05008417	7000000000044077
E05008418	7000000000043957
E05008419	7000000000043932
E05008420	7000000000044053
E05008421	7000000000044037
E05008422	7000000000044048
E05008423	7000000000044076
E05008424	7000000000043950
E05007228	7000000000041897
E05007229	7000000000015445
E05007230	7000000000015437
E05007231	7000000000015485
E05007232	7000000000015374
E05007233	7000000000015375
E05007234	7000000000015470
E05007235	7000000000015388
E05007236	7000000000015466
E05007237	7000000000015369
E05007238	7000000000015459
E05007239	7000000000015473
E05007240	7000000000015461
E05007241	7000000000041898
E05007242	7000000000015463
E05007243	7000000000015371
E05007244	7000000000015467
E05007245	7000000000015194
E05007246	7000000000015494
E05007247	7000000000015452
E05007248	7000000000015460
E05007249	7000000000015449
E05007250	7000000000041896
E05006489	7000000000007924
E05006490	7000000000042198
E05006491	7000000000007801
E05006492	7000000000042199
E05006493	7000000000007893
E05006494	7000000000007736
E05006495	7000000000007926
E05006496	7000000000007894
E05006497	7000000000007989
E05006498	7000000000008242
E05006499	7000000000008244
E05006500	7000000000008064
E05006501	7000000000007985
E05006502	7000000000007929
E05006503	7000000000007900
E05006504	7000000000007927
E05006505	7000000000007941
E05006506	7000000000007891
E05006507	7000000000007807
E05006508	7000000000007935
E05006509	7000000000007988
E05006510	7000000000007798
E05006511	7000000000007753
E05006512	7000000000007951
E05006513	7000000000007902
E05006514	7000000000042200
E05006515	7000000000007742
E05006516	7000000000007897
E05006238	7000000000021504
E05006239	7000000000021500
E05006240	7000000000021540
E05006241	7000000000021524
E05006242	7000000000021717
E05006243	7000000000021624
E05006244	7000000000021719
E05006245	7000000000021507
E05006246	7000000000021621
E05006247	7000000000021723
E05006248	7000000000021517
E05006249	7000000000041803
E05006250	7000000000021521
E05006251	7000000000021721
E05006252	7000000000021669
E05006253	7000000000021422
E05006254	7000000000021730
E05006255	7000000000021496
E05006256	7000000000021506
E05006257	7000000000021677
E05006258	7000000000021436
E05006259	7000000000021511
E05006260	7000000000021705
E05006261	7000000000041799
E05006262	7000000000021610
E05006263	7000000000041804
E05006264	7000000000021611
E05006265	7000000000021626
E05006266	7000000000041800
E05006267	7000000000021515
E05006268	7000000000021715
E05006269	7000000000041801
E05006270	7000000000021634
E05006271	7000000000021546
E05006272	7000000000041802
E05002113	7000000000014227
E05002114	7000000000014231
E05002115	7000000000014278
E05002116	7000000000014229
E05002117	7000000000014214
E05002118	7000000000014287
E05002119	7000000000014285
E05002120	7000000000014225
E05002121	7000000000014281
E05002122	7000000000014236
E05002123	7000000000014252
E05002124	7000000000014238
E05002125	7000000000014280
E05002126	7000000000014250
E05002127	7000000000014254
E05002128	7000000000014233
E05002129	7000000000014302
E05002130	7000000000042065
E05008893	7000000000010633
E05008894	7000000000010619
E05008895	7000000000044392
E05008896	7000000000010600
E05008897	7000000000010586
E05008898	7000000000010591
E05008899	7000000000010588
E05008900	7000000000044391
E05008901	7000000000010592
E05008902	7000000000010621
E05008903	7000000000010623
E05008904	7000000000010571
E05008905	7000000000010542
E05008906	7000000000010513
E05008907	7000000000010625
E05008908	7000000000010698
E05008909	7000000000010508
E05008910	7000000000010627
E05008911	7000000000010573
E05008912	7000000000010602
E05008913	7000000000044390
E05008914	7000000000010609
E05008915	7000000000010605
E05004363	7000000000038859
E05004364	7000000000020568
E05004365	7000000000020467
E05004366	7000000000020460
E05004367	7000000000041830
E05004368	7000000000020376
E05004369	7000000000041831
E05004370	7000000000020389
E05004371	7000000000020392
E05004372	7000000000020468
E05004373	7000000000020397
E05004374	7000000000041829
E05004375	7000000000020399
E05004376	7000000000020394
E05004377	7000000000020502
E05000026	7000000000010919
E05000027	7000000000010813
E05000028	7000000000025232
E05000029	7000000000010952
E05000030	7000000000010812
E05000031	7000000000010932
E05000032	7000000000010934
E05000033	7000000000010817
E05000034	7000000000010937
E05000035	7000000000010933
E05000036	7000000000010936
E05000037	7000000000041837
E05000038	7000000000010792
E05000039	7000000000010829
E05000040	7000000000010951
E05000041	7000000000010814
E05000042	7000000000010950
E05002043	7000000000025518
E05002044	7000000000025546
E05002045	7000000000025556
E05002046	7000000000025528
E05002047	7000000000043400
E05002048	7000000000039081
E05002049	7000000000025552
E05002050	7000000000000717
E05002051	7000000000025558
E05002052	7000000000025547
E05002053	7000000000025534
E05002054	7000000000043399
E05002055	7000000000025526
E05002056	7000000000025540
E05002057	7000000000043398
E05002058	7000000000025533
E05002059	7000000000025538
E05002060	7000000000025551
E05002061	7000000000039080
E05002062	7000000000172233
E05002063	7000000000025537
E05002064	7000000000025521
E05002065	7000000000025509
E05002066	7000000000025539
E05002067	7000000000025522
E05002068	7000000000000637
E05002069	7000000000000641
E05002070	7000000000025525
E05002071	7000000000025541
E05002072	7000000000000849
E05002073	7000000000025543
E05002074	7000000000025535
E05002075	7000000000000635
E05002076	7000000000025548
E05002077	7000000000025550
E05006858	7000000000010403
E05006859	7000000000010566
E05006860	7000000000010285
E05006861	7000000000010651
E05006862	7000000000010395
E05006863	7000000000010647
E05006864	7000000000010382
E05006865	7000000000010378
E05006866	7000000000010371
E05006867	7000000000010654
E05006868	7000000000010410
E05006869	7000000000010560
E05006870	7000000000010397
E05006871	7000000000010399
E05006872	7000000000010405
E05006873	7000000000010407
E05006874	7000000000010375
E05006875	7000000000043447
E05006876	7000000000043446
E05006877	7000000000010561
E05006878	7000000000010738
E05006879	7000000000010392
E05006880	7000000000010393
E05006881	7000000000010389
E05006882	7000000000010557
E05006883	7000000000010660
E05004226	7000000000019581
E05004227	7000000000042009
E05004228	7000000000019587
E05004229	7000000000019539
E05004230	7000000000019526
E05004231	7000000000019562
E05004232	7000000000019532
E05004233	7000000000042007
E05004234	7000000000019519
E05004235	7000000000019509
E05004236	7000000000019549
E05004237	7000000000019545
E05004238	7000000000042012
E05004239	7000000000019554
E05004240	7000000000019555
E05004241	7000000000019550
E05004242	7000000000019551
E05004243	7000000000019515
E05004244	7000000000019522
E05004245	7000000000042008
E05004246	7000000000019564
E05004247	7000000000019523
E05004248	7000000000019543
E05004249	7000000000042011
E05004250	7000000000042010
E05004251	7000000000019556
E05004252	7000000000019527
E05004253	7000000000019512
E05004254	7000000000019528
E05004255	7000000000019514
E05004256	7000000000019510
E05004257	7000000000019530
E05004258	7000000000019511
E05004259	7000000000019585
E05004260	7000000000019517
E05007631	7000000000016359
E05007632	7000000000016357
E05007633	7000000000042350
E05007634	7000000000016351
E05007635	7000000000016378
E05007636	7000000000016377
E05007637	7000000000016373
E05007638	7000000000042349
E05007639	7000000000042347
E05007640	7000000000042348
E05007641	7000000000016369
E05007642	7000000000016354
E05007643	7000000000016353
E05007644	7000000000016368
E05007645	7000000000016375
E05007273	7000000000013972
E05007274	7000000000013944
E05007275	7000000000013946
E05007276	7000000000013975
E05007277	7000000000013945
E05007278	7000000000013973
E05007279	7000000000013954
E05007280	7000000000013951
E05007281	7000000000013947
E05007282	7000000000013953
E05007283	7000000000013943
E05007284	7000000000013950
E05007285	7000000000013896
E05005618	7000000000005686
E05005619	7000000000005742
E05005620	7000000000005311
E05005621	7000000000005862
E05005622	7000000000005531
E05005623	7000000000005709
E05005624	7000000000005852
E05005625	7000000000005638
E05005626	7000000000005529
E05005627	7000000000005632
E05005628	7000000000005863
E05005629	7000000000005534
E05005630	7000000000039096
E05005631	7000000000039095
E05005632	7000000000005847
E05005633	7000000000005740
E05005634	7000000000005738
E05005635	7000000000005554
E05005636	7000000000005541
E05005637	7000000000005845
E05005638	7000000000005679
E05005639	7000000000005681
E05005640	7000000000005543
E05005641	7000000000005678
E05005642	7000000000039098
E05005643	7000000000005809
E05001806	7000000000042236
E05001807	7000000000023237
E05001808	7000000000023235
E05001809	7000000000042238
E05001810	7000000000023164
E05001811	7000000000023250
E05001812	7000000000023177
E05001813	7000000000023220
E05001814	7000000000023172
E05001815	7000000000023254
E05001816	7000000000042237
E05001817	7000000000042239
E05001818	7000000000023292
E05001819	7000000000023159
E05001820	7000000000023723
E05001821	7000000000023260
E05007194	7000000000015203
E05007195	7000000000015427
E05007196	7000000000015221
E05007197	7000000000015240
E05007198	7000000000015254
E05007199	7000000000015238
E05007200	7000000000015239
E05007201	7000000000015251
E05007202	7000000000015410
E05007203	7000000000015513
E05007204	7000000000015398
E05007205	7000000000015208
E05007206	7000000000015322
E05007207	7000000000042093
E05007208	7000000000015332
E05007209	7000000000015200
E05007210	7000000000015229
E05007211	7000000000015335
E05007212	7000000000015234
E05007213	7000000000015215
E05007214	7000000000015509
E05007215	7000000000042091
E05007216	7000000000042090
E05007217	7000000000015227
E05007218	7000000000015330
E05007219	7000000000015359
E05007220	7000000000015226
E05007221	7000000000015362
E05007222	7000000000015337
E05007223	7000000000015260
E05007224	7000000000015434
E05007225	7000000000015404
E05007226	7000000000042092
E05007227	7000000000015364
E05007895	7000000000002898
E05007896	7000000000042148
E05007897	7000000000003130
E05007898	7000000000003010
E05007899	7000000000002912
E05007900	7000000000002904
E05007901	7000000000003120
E05007902	7000000000003047
E05007903	7000000000003168
E05007904	7000000000042149
E05007905	7000000000003124
E05007906	7000000000042151
E05007907	7000000000003122
E05007908	7000000000003022
E05007909	7000000000003027
E05007910	7000000000002921
E05007911	7000000000002922
E05007912	7000000000002938
E05007913	7000000000002926
E05007914	7000000000003199
E05007915	7000000000002931
E05007916	7000000000002908
E05007917	7000000000003066
E05007918	7000000000042150
E05007919	7000000000003171
E05007920	7000000000042147
E05007921	7000000000003173
