ONS	OS
E05002694	7000000000011747
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002694>
E05002695	7000000000011861
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002695>
E05002696	7000000000011870
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002696>
E05002697	7000000000011810
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002697>
E05002698	7000000000011809
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002698>
E05002699	7000000000011865
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002699>
E05002700	7000000000011807
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002700>
E05002701	7000000000011750
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002701>
E05005662	7000000000005660
E05005663	7000000000005646
E05005664	7000000000005859
E05005665	7000000000005764
E05005666	7000000000005786
E05005667	7000000000005653
E05005668	7000000000005569
E05005669	7000000000005772
E05005670	7000000000005698
E05005671	7000000000005801
E05005672	7000000000005559
E05005673	7000000000005752
E05005674	7000000000039101
E05005675	7000000000005769
E05005676	7000000000005766
E05005677	7000000000005702
E05005678	7000000000005782
E05005679	7000000000005757
E05005680	7000000000005670
E05005681	7000000000005805
E05005682	7000000000005573
E05005683	7000000000005663
E05005684	7000000000005792
E05005685	7000000000005648
E05005686	7000000000005767
E05005687	7000000000005657
E05005688	7000000000005659
E05005689	7000000000005751
E05005690	7000000000005856
E05005691	7000000000005567
E05005692	7000000000005652
E05005693	7000000000005641
E05005694	7000000000005575
E05005695	7000000000005793
E05005454	7000000000023298
E05005455	7000000000023498
E05005456	7000000000042263
E05005457	7000000000023482
E05005458	7000000000042260
E05005459	7000000000042261
E05005460	7000000000023489
E05005461	7000000000023410
E05005462	7000000000023342
E05005463	7000000000023333
E05005464	7000000000023330
E05005465	7000000000023522
E05005466	7000000000023523
E05005467	7000000000042259
E05005468	7000000000023510
E05005469	7000000000023183
E05005470	7000000000023186
E05005471	7000000000042262
E05005472	7000000000023184
E05005473	7000000000023502
E05005474	7000000000023210
E05005475	7000000000023324
E05005476	7000000000023346
E05005477	7000000000023356
E05005478	7000000000023494
E05005130	7000000000018218
E05005131	7000000000018396
E05005132	7000000000018431
E05005133	7000000000018422
E05005134	7000000000018435
E05005135	7000000000018220
E05005136	7000000000018386
E05005137	7000000000018390
E05005138	7000000000018421
E05005139	7000000000041786
E05005140	7000000000041787
E05005141	7000000000018428
E05005142	7000000000018426
E05005143	7000000000018444
E05005144	7000000000018436
E05005145	7000000000018433
E05005146	7000000000018427
E05005147	7000000000018441
E05005148	7000000000018439
E05005149	7000000000018446
E05006423	7000000000007965
E05006424	7000000000008071
E05006425	7000000000007903
E05006426	7000000000007962
E05006427	7000000000007908
E05006428	7000000000007921
E05006429	7000000000008070
E05006430	7000000000007911
E05006431	7000000000007915
E05006432	7000000000008068
E05006433	7000000000007913
E05006434	7000000000007916
E05006435	7000000000007905
E05006436	7000000000008054
E05006437	7000000000007910
E05006438	7000000000007917
E05006439	7000000000008165
E05006440	7000000000007957
E05006441	7000000000008073
E05006442	7000000000007907
E05006443	7000000000007959
E05006444	7000000000008067
E05000819	7000000000018789
E05000820	7000000000042546
E05000821	7000000000042545
E05000822	7000000000018788
E05000823	7000000000018792
E05000824	7000000000018787
E05000825	7000000000018916
E05000826	7000000000042547
E05000827	7000000000018799
E05000828	7000000000018796
E05000829	7000000000018801
E05000830	7000000000018780
E05000831	7000000000018791
E05000832	7000000000018772
E05000833	7000000000018783
E05000834	7000000000018793
E05000835	7000000000018782
E05000836	7000000000042548
E05000837	7000000000018779
E05000838	7000000000018795
E05000839	7000000000018778
E05005426	7000000000042266
E05005427	7000000000023603
E05005428	7000000000023428
E05005429	7000000000023455
E05005430	7000000000023431
E05005431	7000000000023613
E05005432	7000000000023621
E05005433	7000000000023632
E05005434	7000000000023624
E05005435	7000000000023605
E05005436	7000000000023608
E05005437	7000000000023625
E05005438	7000000000023620
E05005439	7000000000023604
E05005440	7000000000023609
E05005441	7000000000023623
E05005442	7000000000023454
E05005443	7000000000023362
E05005444	7000000000042265
E05005445	7000000000023599
E05005446	7000000000023629
E05005447	7000000000023626
E05005448	7000000000023711
E05005449	7000000000023424
E05005450	7000000000042264
E05005451	7000000000023704
E05005452	7000000000023368
E05005453	7000000000023708
E05006464	7000000000007766
E05006465	7000000000007765
E05006466	7000000000007775
E05006467	7000000000008158
E05006468	7000000000008106
E05006469	7000000000043482
E05006470	7000000000043479
E05006471	7000000000007820
E05006472	7000000000008222
E05006473	7000000000007828
E05006474	7000000000043481
E05006475	7000000000008124
E05006476	7000000000043477
E05006477	7000000000008098
E05006478	7000000000008077
E05006479	7000000000007763
E05006480	7000000000007824
E05006481	7000000000008133
E05006482	7000000000008101
E05006483	7000000000008081
E05006484	7000000000043480
E05006485	7000000000008089
E05006486	7000000000043478
E05006487	7000000000008080
E05006488	7000000000007768
E05002098	7000000000042069
E05002099	7000000000022478
E05002100	7000000000042066
E05002101	7000000000042070
E05002102	7000000000022484
E05002103	7000000000022492
E05002104	7000000000022481
E05002105	7000000000022488
E05002106	7000000000042067
E05002107	7000000000022596
E05002108	7000000000022515
E05002109	7000000000022487
E05002110	7000000000022490
E05002111	7000000000042068
E05002112	7000000000022517
E05008942	7000000000002079
E05008943	7000000000002085
E05008944	7000000000002074
E05008945	7000000000002076
E05008946	7000000000002103
E05008947	7000000000002077
E05008948	7000000000002102
E05008949	7000000000002088
E05008950	7000000000002165
E05008951	7000000000002065
E05008952	7000000000042336
E05005408	7000000000023479
E05005409	7000000000023405
E05005410	7000000000023315
E05005411	7000000000023480
E05005412	7000000000023552
E05005413	7000000000023531
E05005414	7000000000023536
E05005415	7000000000023533
E05005416	7000000000023469
E05005417	7000000000023593
E05005418	7000000000023588
E05005419	7000000000023590
E05005420	7000000000042178
E05005421	7000000000042177
E05005422	7000000000023474
E05005423	7000000000023477
E05005424	7000000000023528
E05005425	7000000000023532
E05004408	7000000000020340
E05004412	7000000000020381
E05004416	7000000000020357
E05004418	7000000000020548
E05004420	7000000000020566
E05004422	7000000000042101
E05004425	7000000000020552
E05004427	7000000000020561
E05004428	7000000000020556
E05008563	7000000000020369
E05008564	7000000000020450
E05008565	7000000000020377
E05008566	7000000000020355
E05008567	7000000000020286
E05008568	7000000000020353
E05008569	7000000000020453
E05008570	7000000000020375
E05008571	7000000000020326
E05008572	7000000000020338
E05008573	7000000000020367
E05008574	7000000000020559
E05008575	7000000000020289
E05004982	7000000000018349
E05004983	7000000000018383
E05004984	7000000000018327
E05004985	7000000000018317
E05004986	7000000000018351
E05004987	7000000000018409
E05004989	7000000000018305
E05004990	7000000000018307
E05004991	7000000000018478
E05004992	7000000000041835
E05004993	7000000000018228
E05004994	7000000000018227
E05004995	7000000000018407
E05004996	7000000000018405
E05004997	7000000000018309
E05004999	7000000000018468
E05005000	7000000000018477
E05005001	7000000000018284
E05005002	7000000000018321
E05005003	7000000000018325
E05005004	7000000000041834
E05005006	7000000000018222
E05005007	7000000000018311
E05008553	7000000000018414
E05008554	7000000000018401
E05008555	7000000000018406
E05000687	7000000000042541
E05000688	7000000000018721
E05000689	7000000000042534
E05000690	7000000000018917
E05000691	7000000000018777
E05000692	7000000000018724
E05000693	7000000000042543
E05000694	7000000000018820
E05000695	7000000000018918
E05000696	7000000000018773
E05000697	7000000000042532
E05000698	7000000000042533
E05000699	7000000000018765
E05000700	7000000000042535
E05000701	7000000000018769
E05000702	7000000000018718
E05000703	7000000000042540
E05000704	7000000000018819
E05000705	7000000000018822
E05000706	7000000000018770
E05000707	7000000000018722
E05000708	7000000000042544
E05000709	7000000000018748
E05000710	7000000000042537
E05000711	7000000000042542
E05000712	7000000000018774
E05000713	7000000000042538
E05000714	7000000000042539
E05000715	7000000000018775
E05000716	7000000000042536
E05000717	7000000000018766
E05000718	7000000000018762
E05003389	7000000000013800
E05003390	7000000000013808
E05003391	7000000000013758
E05003392	7000000000013796
E05003393	7000000000013802
E05003394	7000000000013803
E05003395	7000000000013805
E05003396	7000000000013798
E05003397	7000000000013785
E05003398	7000000000013788
E05003399	7000000000013782
E05003400	7000000000013787
E05003401	7000000000013753
E05003402	7000000000013780
E05003403	7000000000042021
E05003404	7000000000042018
E05003405	7000000000013810
E05003406	7000000000042020
E05003407	7000000000042022
E05003408	7000000000042023
E05003409	7000000000013751
E05003410	7000000000013789
E05003411	7000000000013786
E05003412	7000000000013794
E05003413	7000000000042019
E05003414	7000000000013814
E05003415	7000000000013812
E05003416	7000000000013783
E05002289	7000000000000452
E05002290	7000000000000348
E05002291	7000000000000333
E05002292	7000000000000299
E05002293	7000000000000489
E05002294	7000000000042133
E05002295	7000000000000415
E05002296	7000000000000409
E05002297	7000000000000411
E05002298	7000000000038898
E05002299	7000000000000439
E05002300	7000000000000404
E05002301	7000000000000289
E05002302	7000000000000469
E05002303	7000000000000447
E05002304	7000000000000471
E05002305	7000000000000281
E05002306	7000000000000407
E05002307	7000000000000335
E05002308	7000000000000345
E05002309	7000000000000405
E05002310	7000000000038901
E05002311	7000000000038897
E05002312	7000000000042134
E05002313	7000000000000295
E05002314	7000000000038900
E05002315	7000000000000294
E05002316	7000000000000301
E05002317	7000000000042132
E05002318	7000000000038896
E05004867	7000000000018106
E05004868	7000000000018074
E05004869	7000000000018209
E05004870	7000000000041940
E05004871	7000000000018183
E05004872	7000000000018191
E05004873	7000000000018230
E05004874	7000000000018115
E05004875	7000000000018198
E05004876	7000000000041941
E05004877	7000000000018076
E05004878	7000000000041939
E05004879	7000000000018061
E05004880	7000000000018189
E05004881	7000000000018190
E05004882	7000000000018073
E05004883	7000000000018096
E05004884	7000000000018072
E05004885	7000000000041943
E05004886	7000000000018215
E05004887	7000000000018652
E05004888	7000000000018043
E05004889	7000000000041944
E05004890	7000000000018105
E05004891	7000000000018078
E05004892	7000000000018109
E05004893	7000000000041938
E05004894	7000000000018063
E05004895	7000000000018101
E05004896	7000000000041942
E05004897	7000000000018204
E05004898	7000000000018094
E05004899	7000000000018206
E05004900	7000000000018066
E05004901	7000000000018669
E05007375	7000000000014155
E05007376	7000000000014143
E05007377	7000000000014066
E05007378	7000000000014138
E05007379	7000000000014136
E05007380	7000000000014148
E05007381	7000000000014151
E05007382	7000000000014135
E05007383	7000000000014156
E05007384	7000000000014137
E05007385	7000000000014161
E05007386	7000000000014149
E05007387	7000000000014157
E05007388	7000000000014158
E05007389	7000000000014146
E05007390	7000000000014152
E05007440	7000000000014145
E05007441	7000000000013988
E05007442	7000000000014068
E05007443	7000000000041603
E05007444	7000000000014071
E05007445	7000000000014063
E05007446	7000000000014067
E05007447	7000000000014015
E05007448	7000000000014140
E05007449	7000000000014018
E05007450	7000000000014072
E05007451	7000000000014193
E05007452	7000000000014070
E05007453	7000000000014014
E05007454	7000000000014022
E05007455	7000000000172558
E05007456	7000000000014024
E05003303	7000000000013627
E05003304	7000000000013355
E05003305	7000000000013623
E05003306	7000000000013375
E05003307	7000000000013620
E05003308	7000000000041981
E05003309	7000000000013625
E05003310	7000000000013376
E05003311	7000000000013253
E05003312	7000000000013304
E05003313	7000000000013367
E05003314	7000000000013371
E05003315	7000000000013365
E05003316	7000000000013370
E05003317	7000000000013374
E05003318	7000000000013364
E05003319	7000000000013251
E05003320	7000000000013352
E05003321	7000000000013358
E05003322	7000000000013380
E05001664	7000000000004193
E05001665	7000000000004190
E05001666	7000000000004207
E05001667	7000000000004186
E05001668	7000000000121903
E05001669	7000000000004196
E05001670	7000000000004269
E05001671	7000000000004179
E05001672	7000000000025640
E05001673	7000000000004183
E05001674	7000000000004189
E05001675	7000000000004174
E05001676	7000000000004162
E05001677	7000000000004124
E05001678	7000000000004199
E05001679	7000000000121902
E05001680	7000000000004209
E05001681	7000000000004205
E05001682	7000000000004121
E05001683	7000000000004181
E05001684	7000000000121904
E05001685	7000000000004176
E05001686	7000000000004194
E05005644	7000000000005403
E05005645	7000000000005625
E05005646	7000000000005587
E05005647	7000000000005417
E05005648	7000000000005590
E05005649	7000000000005584
E05005650	7000000000005415
E05005651	7000000000005580
E05005652	7000000000005608
E05005653	7000000000005603
E05005654	7000000000005600
E05005655	7000000000039106
E05005656	7000000000005578
E05005657	7000000000005605
E05005658	7000000000039105
E05005659	7000000000005410
E05005660	7000000000005408
E05005661	7000000000005406
E05003323	7000000000013384
E05003324	7000000000013386
E05003325	7000000000013659
E05003326	7000000000013645
E05003327	7000000000013719
E05003328	7000000000013654
E05003329	7000000000013638
E05003330	7000000000013641
E05003331	7000000000013389
E05003332	7000000000041929
E05003333	7000000000013636
E05003334	7000000000013635
E05003335	7000000000013644
E05003336	7000000000013387
E05003337	7000000000013648
E05003338	7000000000013642
E05003339	7000000000013652
E05003340	7000000000013649
E05003341	7000000000013388
E05005150	7000000000004585
E05005151	7000000000004754
E05005152	7000000000004588
E05005153	7000000000004750
E05005154	7000000000004580
E05005155	7000000000004587
E05005156	7000000000043749
E05005157	7000000000004603
E05005158	7000000000004619
E05005159	7000000000004565
E05005160	7000000000004586
E05005161	7000000000004617
E05005162	7000000000004581
E05005163	7000000000004584
E05005164	7000000000004615
E05006342	7000000000021413
E05006343	7000000000020976
E05006344	7000000000020987
E05006345	7000000000020972
E05006346	7000000000021048
E05006347	7000000000020965
E05006348	7000000000021025
E05006349	7000000000021035
E05006350	7000000000020977
E05006351	7000000000021021
E05006352	7000000000020993
E05006353	7000000000020990
E05006354	7000000000021009
E05006355	7000000000021046
E05006356	7000000000020988
E05006357	7000000000020982
E05006358	7000000000021014
E05006359	7000000000021006
E05006360	7000000000021419
E05006361	7000000000020967
E05006517	7000000000008748
E05006518	7000000000008494
E05006519	7000000000008747
E05006520	7000000000041599
E05006521	7000000000041602
E05006522	7000000000008756
E05006523	7000000000041601
E05006524	7000000000041600
E05006525	7000000000008500
E05006526	7000000000041878
E05006527	7000000000008321
E05006528	7000000000041877
E05006529	7000000000008496
E05006530	7000000000008680
E05006531	7000000000008512
E05006532	7000000000008673
E05006533	7000000000008682
E05006534	7000000000008506
E05006535	7000000000008722
E05006536	7000000000008480
E05006537	7000000000008489
E05006538	7000000000008491
E05006539	7000000000008315
E05006540	7000000000008459
E05006541	7000000000008725
E05006542	7000000000008519
E05006543	7000000000008735
E05006544	7000000000008487
E05003158	7000000000013087
E05003159	7000000000013091
E05003160	7000000000012829
E05003161	7000000000012818
E05003162	7000000000013106
E05003163	7000000000013089
E05003164	7000000000013075
E05003165	7000000000012834
E05003166	7000000000013072
E05003167	7000000000012713
E05003168	7000000000013076
E05003169	7000000000012815
E05003170	7000000000012708
E05003171	7000000000013131
E05003172	7000000000012823
E05003173	7000000000013070
E05003174	7000000000013082
E05003175	7000000000013084
E05003176	7000000000013081
E05003177	7000000000013078
E05003178	7000000000012717
E05003179	7000000000013092
E05002594	7000000000011822
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002594>
E05002595	7000000000011893
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002595>
E05002596	7000000000011886
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002596>
E05002597	7000000000011902
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002597>
E05002598	7000000000012048
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002598>
E05002599	7000000000012065
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002599>
E05002600	7000000000012066
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002600>
E05002601	7000000000011828
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002601>
E05002602	7000000000041935
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002602>
E05002603	7000000000011725
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002603>
E05002604	7000000000011888
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002604>
E05002605	7000000000011895
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002605>
E05002606	7000000000011833
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002606>
E05002607	7000000000012093
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002607>
E05002608	7000000000012027
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002608>
E05002609	7000000000012017
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002609>
E05002610	7000000000012029
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002610>
E05002611	7000000000011978
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002611>
E05002612	7000000000011899
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002612>
E05002613	7000000000012075
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002613>
E05002614	7000000000011916
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002614>
E05002615	7000000000011887
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002615>
E05002616	7000000000011677
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002616>
E05002617	7000000000012039
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002617>
E05002618	7000000000041933
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002618>
E05002619	7000000000011892
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002619>
E05002620	7000000000012056
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002620>
E05002621	7000000000011957
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002621>
E05002622	7000000000012079
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002622>
E05002623	7000000000012024
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002623>
E05002624	7000000000011891
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002624>
E05002625	7000000000041934
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002625>
E05002626	7000000000011819
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002626>
E05002627	7000000000011836
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002627>
E05002628	7000000000011913
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002628>
E05002629	7000000000011965
<http://data.ordnancesurvey.co.uk/ontology/spatialrelations/within>	ons-geography-administration.nt:<http://opendatacommunities.org/id/geography/administration/wd/E05002629>
E05000043	7000000000011376
E05000044	7000000000011511
E05000045	7000000000011366
E05000046	7000000000011504
E05000047	7000000000041805
E05000048	7000000000011383
E05000049	7000000000011368
E05000050	7000000000011385
E05000051	7000000000011381
E05000052	7000000000011362
E05000053	7000000000011367
E05000054	7000000000011384
E05000055	7000000000011335
E05000056	7000000000011546
E05000057	7000000000011334
E05000058	7000000000011377
E05000059	7000000000011545
E05000060	7000000000041806
E05000061	7000000000011380
E05000062	7000000000011503
E05000063	7000000000011379
E05005008	7000000000018621
E05005009	7000000000018608
E05005010	7000000000018454
E05005011	7000000000018667
E05005012	7000000000018612
E05005013	7000000000018447
E05005014	7000000000018449
E05005015	7000000000018588
E05005016	7000000000018626
E05005017	7000000000018629
E05005018	7000000000018614
E05005019	7000000000042035
E05005020	7000000000018582
E05005021	7000000000018619
E05005022	7000000000018455
E05005023	7000000000018591
E05005024	7000000000018452
E05005025	7000000000018546
E05005026	7000000000018594
E05005027	7000000000018544
E05005028	7000000000018595
E05005029	7000000000018598
E05005030	7000000000018579
E05005031	7000000000018581
E05005032	7000000000018580
E05005033	7000000000018610
E05007133	7000000000015539
E05007134	7000000000015651
E05007135	7000000000015582
E05007136	7000000000015669
E05007137	7000000000015587
E05007138	7000000000015610
E05007139	7000000000015655
E05007140	7000000000015637
E05007141	7000000000015500
E05007142	7000000000015534
E05007143	7000000000015702
E05007144	7000000000015599
E05007145	7000000000015528
E05007146	7000000000015680
E05007147	7000000000015548
E05007148	7000000000015704
E05007149	7000000000015630
E05007150	7000000000015698
E05007151	7000000000015711
E05007152	7000000000015687
E05007153	7000000000015685
E05007154	7000000000015543
E05007155	7000000000015542
E05007156	7000000000015670
E05007157	7000000000015501
E05007158	7000000000015613
E05007159	7000000000015774
E05007160	7000000000015635
E05007161	7000000000015657
E05007162	7000000000015520
E05000324	7000000000011535
E05000325	7000000000011534
E05000326	7000000000011561
E05000327	7000000000011549
E05000328	7000000000011536
E05000329	7000000000011553
E05000330	7000000000011567
E05000331	7000000000011533
E05000332	7000000000011537
E05000333	7000000000011559
E05000334	7000000000011550
E05000335	7000000000011557
E05000336	7000000000011556
E05000337	7000000000011532
E05000338	7000000000011552
E05000339	7000000000011530
E05000340	7000000000011560
E05000341	7000000000011566
E05000342	7000000000011565
E05000343	7000000000011551
E05000344	7000000000011528
E05000345	7000000000011563
E05008973	7000000000009873
E05008974	7000000000009846
E05008975	7000000000009872
E05008976	7000000000041862
E05008977	7000000000010203
E05008978	7000000000009863
E05008979	7000000000009840
E05008980	7000000000009852
E05008981	7000000000009889
E05008982	7000000000009874
E05008983	7000000000009842
E05008984	7000000000009882
E05008985	7000000000009851
E05008986	7000000000009849
E05008987	7000000000009896
E05008988	7000000000010075
E05005531	7000000000023414
E05005532	7000000000023307
E05005533	7000000000023398
E05005534	7000000000023306
E05005535	7000000000042220
E05005536	7000000000023310
E05005537	7000000000023407
E05005538	7000000000023397
E05005539	7000000000042219
E05005540	7000000000023399
E05005292	7000000000004731
E05005293	7000000000004736
E05005294	7000000000004694
E05005295	7000000000004728
E05005296	7000000000004725
E05005297	7000000000004939
E05005298	7000000000004690
E05005299	7000000000041972
E05005300	7000000000004734
E05005301	7000000000004710
E05005302	7000000000004720
E05005303	7000000000041973
E05005304	7000000000004703
E05005305	7000000000004687
E05005306	7000000000004711
E05005307	7000000000004634
E05005308	7000000000004942
E05005309	7000000000004636
E05005310	7000000000004705
E05005311	7000000000041974
E05005312	7000000000004708
E05005313	7000000000004699
E05005314	7000000000004674
E05005315	7000000000004701
E05002349	7000000000000385
E05002350	7000000000000357
E05002351	7000000000000426
E05002352	7000000000000475
E05002353	7000000000000251
E05002354	7000000000042218
E05002355	7000000000000243
E05002356	7000000000000485
E05002357	7000000000000483
E05002358	7000000000000478
E05002359	7000000000000220
E05002360	7000000000000245
E05002361	7000000000000241
E05002362	7000000000000359
E05002363	7000000000000226
E05002364	7000000000000255
E05002365	7000000000000360
E05002366	7000000000000223
E05002367	7000000000000476
E05002368	7000000000000246
E05002369	7000000000000356
E05002370	7000000000000219
E05002371	7000000000042217
E05004785	7000000000003789
E05004786	7000000000003877
E05004787	7000000000003787
E05004789	7000000000003791
E05004790	7000000000004020
E05004791	7000000000003903
E05004792	7000000000003907
E05004793	7000000000003906
E05004794	7000000000003721
E05004795	7000000000003786
E05004796	7000000000003879
E05004797	7000000000003914
E05004798	7000000000003875
E05004799	7000000000003792
E05004800	7000000000003911
E05004801	7000000000003881
E05004802	7000000000003793
E05004803	7000000000003794
E05004804	7000000000003894
E05009028	7000000000003784
E05005541	7000000000005296
E05005542	7000000000005278
E05005543	7000000000005618
E05005544	7000000000005273
E05005545	7000000000005622
E05005546	7000000000005613
E05005547	7000000000005616
E05005548	7000000000039104
E05005549	7000000000005421
E05005550	7000000000039103
E05005551	7000000000005297
E05005552	7000000000005290
E05005553	7000000000041607
E05005554	7000000000039100
E05005555	7000000000005620
E05005556	7000000000005617
E05005557	7000000000005288
E05005558	7000000000005293
E05001505	7000000000002151
E05001506	7000000000002134
E05001507	7000000000001984
E05001508	7000000000001977
E05001509	7000000000002167
E05001510	7000000000001987
E05001511	7000000000001990
E05001512	7000000000002137
E05001513	7000000000002155
E05001514	7000000000002154
E05001515	7000000000002140
E05001516	7000000000002135
E05001517	7000000000001975
E05001518	7000000000001971
E05001519	7000000000002149
E05001520	7000000000002147
E05001521	7000000000002143
E05001522	7000000000002010
E05001523	7000000000002006
E05001524	7000000000002139
E05001525	7000000000002158
E05001526	7000000000002160
E05009030	7000000000043654
E05009031	7000000000043634
E05009032	7000000000043633
E05009033	7000000000043660
E05009034	7000000000043610
E05009035	7000000000043608
E05009036	7000000000043664
E05009037	7000000000043667
E05009038	7000000000043632
E05009039	7000000000044465
E05009040	7000000000043629
E05009041	7000000000043640
E05009042	7000000000043625
E05009043	7000000000043649
E05009044	7000000000044471
E05009045	7000000000043647
E05009046	7000000000043648
E05009047	7000000000043618
E05009048	7000000000043637
E05009049	7000000000044468
E05009050	7000000000043614
E05009051	7000000000043619
E05009052	7000000000043655
E05009053	7000000000043748
E05009054	7000000000043666
