NAME,AREA_CODE,DESCRIPTIO,FILE_NAME,NUMBER,NUMBER0,POLYGON_ID,UNIT_ID,CODE,HECTARES,AREA,TYPE_CODE,DESCRIPT0,TYPE_COD0,DESCRIPT1
Reigate and Banstead District (B),DIS,District,SURREY_COUNTY,27,596,125711,13893,E07000211,12914.397,0.000,AA,CIVIL ADMINISTRATION AREA,,
Mole Valley District,DIS,District,SURREY_COUNTY,36,635,53551,44474,E07000210,25832.097,0.000,AA,CIVIL ADMINISTRATION AREA,,
Elmbridge District (B),DIS,District,SURREY_COUNTY,39,655,53457,13981,E07000207,9633.430,0.000,AA,CIVIL ADMINISTRATION AREA,,
Spelthorne District (B),DIS,District,SURREY_COUNTY,41,670,53298,14169,E07000213,5116.143,0.000,AA,CIVIL ADMINISTRATION AREA,,
Epsom and Ewell District (B),DIS,District,SURREY_COUNTY,117,705,125714,13949,E07000208,3407.917,0.000,AA,CIVIL ADMINISTRATION AREA,,
North Warwickshire District (B),DIS,District,WARWICKSHIRE_COUNTY,2,437,58670,10124,E07000218,28426.361,0.000,AA,CIVIL ADMINISTRATION AREA,,
Rugby District (B),DIS,District,WARWICKSHIRE_COUNTY,9,499,58430,9885,E07000220,35355.733,0.000,AA,CIVIL ADMINISTRATION AREA,,
Warwick District,DIS,District,WARWICKSHIRE_COUNTY,11,554,58361,43516,E07000222,28288.230,0.000,AA,CIVIL ADMINISTRATION AREA,,
Stratford-on-Avon District,DIS,District,WARWICKSHIRE_COUNTY,15,706,58488,9943,E07000221,97786.904,0.000,AA,CIVIL ADMINISTRATION AREA,,
Nuneaton and Bedworth District (B),DIS,District,WARWICKSHIRE_COUNTY,74,743,58602,10057,E07000219,7895.029,0.000,AA,CIVIL ADMINISTRATION AREA,,
Arun District,DIS,District,WEST_SUSSEX_COUNTY,2,428,56228,16438,E07000224,22428.090,334.825,AA,CIVIL ADMINISTRATION AREA,,
Adur District,DIS,District,WEST_SUSSEX_COUNTY,3,447,56008,16223,E07000223,4356.388,163.412,AA,CIVIL ADMINISTRATION AREA,,
Chichester District,DIS,District,WEST_SUSSEX_COUNTY,10,547,56234,16444,E07000225,81187.326,2565.736,AA,CIVIL ADMINISTRATION AREA,,
Mid Sussex District,DIS,District,WEST_SUSSEX_COUNTY,12,599,55996,16211,E07000228,33402.929,0.000,AA,CIVIL ADMINISTRATION AREA,,
Horsham District,DIS,District,WEST_SUSSEX_COUNTY,23,659,122392,16340,E07000227,53096.211,69.120,AA,CIVIL ADMINISTRATION AREA,,
Worthing District (B),DIS,District,WEST_SUSSEX_COUNTY,53,684,56047,16261,E07000229,3378.267,126.086,AA,CIVIL ADMINISTRATION AREA,,
Crawley District (B),DIS,District,WEST_SUSSEX_COUNTY,116,709,56143,16356,E07000226,4497.118,0.000,AA,CIVIL ADMINISTRATION AREA,,
Malvern Hills District,DIS,District,WORCESTERSHIRE_COUNTY,16,482,43350,3292,E07000235,57707.100,0.000,AA,CIVIL ADMINISTRATION AREA,,
Wyre Forest District,DIS,District,WORCESTERSHIRE_COUNTY,22,511,43360,3214,E07000239,19540.376,0.000,AA,CIVIL ADMINISTRATION AREA,,
Wychavon District,DIS,District,WORCESTERSHIRE_COUNTY,24,637,43452,3127,E07000238,66354.195,0.000,AA,CIVIL ADMINISTRATION AREA,,
Bromsgrove District,DIS,District,WORCESTERSHIRE_COUNTY,31,690,43493,3080,E07000234,21696.846,0.000,AA,CIVIL ADMINISTRATION AREA,,
Worcester District (B),DIS,District,WORCESTERSHIRE_COUNTY,92,714,43459,3134,E07000237,3327.817,0.000,AA,CIVIL ADMINISTRATION AREA,,
Redditch District (B),DIS,District,WORCESTERSHIRE_COUNTY,104,730,43498,3085,E07000236,5425.095,0.000,AA,CIVIL ADMINISTRATION AREA,,
Kingston upon Thames London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,3,754,50448,11412,E09000021,3726.117,0.000,AA,CIVIL ADMINISTRATION AREA,,
Croydon London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,6,781,51330,10896,E09000008,8649.441,0.000,AA,CIVIL ADMINISTRATION AREA,,
Bromley London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,9,805,50904,10772,E09000006,15013.487,0.000,AA,CIVIL ADMINISTRATION AREA,,
Hounslow London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,12,828,51138,11489,E09000018,5658.541,60.755,AA,CIVIL ADMINISTRATION AREA,,
Ealing London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,14,853,50523,11399,E09000009,5554.428,0.000,AA,CIVIL ADMINISTRATION AREA,,
Havering London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,18,874,50851,10807,E09000016,11445.735,210.763,AA,CIVIL ADMINISTRATION AREA,,
Hillingdon London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,20,898,51011,11539,E09000017,11570.063,0.000,AA,CIVIL ADMINISTRATION AREA,,
Harrow London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,24,923,50515,11391,E09000015,5046.330,0.000,AA,CIVIL ADMINISTRATION AREA,,
Brent London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,26,946,50485,11447,E09000005,4323.270,0.000,AA,CIVIL ADMINISTRATION AREA,,
Barnet London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,29,970,119320,11378,E09000003,8674.837,0.000,AA,CIVIL ADMINISTRATION AREA,,
Lambeth London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,31,993,50792,11144,E09000022,2724.940,43.927,AA,CIVIL ADMINISTRATION AREA,,
Southwark London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,34,1017,51271,11013,E09000028,2991.340,105.139,AA,CIVIL ADMINISTRATION AREA,,
Lewisham London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,36,1037,51209,11039,E09000023,3531.706,16.795,AA,CIVIL ADMINISTRATION AREA,,
Greenwich London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,39,1057,50909,10777,E09000011,5044.190,310.785,AA,CIVIL ADMINISTRATION AREA,,
Bexley London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,42,1080,50891,10759,E09000004,6428.649,371.119,AA,CIVIL ADMINISTRATION AREA,,
Enfield London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,46,1105,50541,11329,E09000010,8220.025,0.000,AA,CIVIL ADMINISTRATION AREA,,
Waltham Forest London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,49,1128,50687,11213,E09000031,3880.793,0.000,AA,CIVIL ADMINISTRATION AREA,,
Redbridge London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,51,1151,51301,10955,E09000026,5644.225,2.300,AA,CIVIL ADMINISTRATION AREA,,
Sutton London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,55,1171,50829,10873,E09000029,4384.698,0.000,AA,CIVIL ADMINISTRATION AREA,,
Richmond upon Thames London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,57,1191,50463,11427,E09000027,5876.111,135.443,AA,CIVIL ADMINISTRATION AREA,,
Merton London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,59,1213,122401,10995,E09000024,3762.466,0.000,AA,CIVIL ADMINISTRATION AREA,,
Wandsworth London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,62,1236,122400,11127,E09000032,3522.022,95.679,AA,CIVIL ADMINISTRATION AREA,,
Hammersmith and Fulham London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,70,1254,50647,11259,E09000013,1715.409,75.648,AA,CIVIL ADMINISTRATION AREA,,
Kensington and Chelsea London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,73,1275,50658,11270,E09000020,1238.379,25.994,AA,CIVIL ADMINISTRATION AREA,,
City of Westminster London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,74,1297,50724,11164,E09000033,2203.005,54.308,AA,CIVIL ADMINISTRATION AREA,,
Camden London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,77,1317,50632,11244,E09000007,2178.932,0.000,AA,CIVIL ADMINISTRATION AREA,,
Tower Hamlets London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,82,1339,50746,11185,E09000030,2157.501,178.867,AA,CIVIL ADMINISTRATION AREA,,
Islington London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,84,1357,50581,11281,E09000019,1485.664,0.000,AA,CIVIL ADMINISTRATION AREA,,
Hackney London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,86,1380,50673,11199,E09000012,1904.902,0.000,AA,CIVIL ADMINISTRATION AREA,,
Haringey London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,88,1401,119322,11290,E09000014,2959.837,0.000,AA,CIVIL ADMINISTRATION AREA,,
Newham London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,91,1423,51363,10929,E09000025,3857.806,237.637,AA,CIVIL ADMINISTRATION AREA,,
Barking and Dagenham London Boro,LBO,London Borough,GREATER_LONDON_AUTHORITY,93,1442,51295,10949,E09000002,3779.934,169.150,AA,CIVIL ADMINISTRATION AREA,,
City and County of the City of London,LBO,London Borough,GREATER_LONDON_AUTHORITY,552,1469,51187,11105,E09000001,314.942,24.546,AA,CIVIL ADMINISTRATION AREA,,
Barnsley District (B),MTD,Metropolitan District,BARNSLEY_DISTRICT_(B),6,82,50242,9182,E08000016,32907.763,0.000,AA,CIVIL ADMINISTRATION AREA,,
Birmingham District (B),MTD,Metropolitan District,BIRMINGHAM_DISTRICT_(B),9,88,40111,18,E08000025,26779.121,0.000,AA,CIVIL ADMINISTRATION AREA,,
Bolton District (B),MTD,Metropolitan District,BOLTON_DISTRICT_(B),13,50,56602,18832,E08000001,13979.210,0.000,AA,CIVIL ADMINISTRATION AREA,,
Bradford District (B),MTD,Metropolitan District,BRADFORD_DISTRICT_(B),2,105,61045,16726,E08000032,36641.986,0.000,AA,CIVIL ADMINISTRATION AREA,,
Bury District (B),MTD,Metropolitan District,BURY_DISTRICT_(B),9,38,56616,18846,E08000002,9946.009,0.000,AA,CIVIL ADMINISTRATION AREA,,
Calderdale District (B),MTD,Metropolitan District,CALDERDALE_DISTRICT_(B),11,52,61033,16714,E08000033,36396.104,0.000,AA,CIVIL ADMINISTRATION AREA,,
City of Wolverhampton District (B),MTD,Metropolitan District,CITY_OF_WOLVERHAMPTON_DISTRICT_(B),3,44,71123,156,E08000031,6943.665,0.000,AA,CIVIL ADMINISTRATION AREA,,
Coventry District (B),MTD,Metropolitan District,COVENTRY_DISTRICT_(B),12,46,40128,33,E08000026,9863.907,0.000,AA,CIVIL ADMINISTRATION AREA,,
Doncaster District (B),MTD,Metropolitan District,DONCASTER_DISTRICT_(B),17,130,50410,9082,E08000017,56855.102,52.907,AA,CIVIL ADMINISTRATION AREA,,
Dudley District (B),MTD,Metropolitan District,DUDLEY_DISTRICT_(B),18,52,40070,109,E08000027,9795.819,0.000,AA,CIVIL ADMINISTRATION AREA,,
Gateshead District (B),MTD,Metropolitan District,GATESHEAD_DISTRICT_(B),8,51,50158,9716,E08000037,14407.989,172.067,AA,CIVIL ADMINISTRATION AREA,,
Kirklees District (B),MTD,Metropolitan District,KIRKLEES_DISTRICT_(B),11,59,60983,16665,E08000034,40855.166,0.000,AA,CIVIL ADMINISTRATION AREA,,
Knowsley District (B),MTD,Metropolitan District,KNOWSLEY_DISTRICT_(B),6,45,125692,44503,E08000011,8650.007,0.000,AA,CIVIL ADMINISTRATION AREA,,
Leeds District (B),MTD,Metropolitan District,LEEDS_DISTRICT_(B),11,147,60993,16675,E08000035,55170.639,0.000,AA,CIVIL ADMINISTRATION AREA,,
Liverpool District (B),MTD,Metropolitan District,LIVERPOOL_DISTRICT_(B),8,64,46674,5974,E08000012,13353.380,2169.823,AA,CIVIL ADMINISTRATION AREA,,
Manchester District (B),MTD,Metropolitan District,MANCHESTER_DISTRICT_(B),4,70,56591,18821,E08000003,11564.826,0.000,AA,CIVIL ADMINISTRATION AREA,,
Newcastle upon Tyne District (B),MTD,Metropolitan District,NEWCASTLE_UPON_TYNE_DISTRICT_(B),14,70,50046,9784,E08000021,11511.782,166.154,AA,CIVIL ADMINISTRATION AREA,,
North Tyneside District (B),MTD,Metropolitan District,NORTH_TYNESIDE_DISTRICT_(B),10,44,50140,9699,E08000022,8481.918,250.208,AA,CIVIL ADMINISTRATION AREA,,
Oldham District (B),MTD,Metropolitan District,OLDHAM_DISTRICT_(B),8,48,56458,18690,E08000004,14234.507,0.000,AA,CIVIL ADMINISTRATION AREA,,
Rochdale District (B),MTD,Metropolitan District,ROCHDALE_DISTRICT_(B),4,44,56595,18825,E08000005,15812.803,0.000,AA,CIVIL ADMINISTRATION AREA,,
Rotherham District (B),MTD,Metropolitan District,ROTHERHAM_DISTRICT_(B),3,106,50362,9123,E08000018,28653.431,0.000,AA,CIVIL ADMINISTRATION AREA,,
Salford District (B),MTD,Metropolitan District,SALFORD_DISTRICT_(B),6,44,56575,18805,E08000006,9719.732,0.000,AA,CIVIL ADMINISTRATION AREA,,
Sandwell District (B),MTD,Metropolitan District,SANDWELL_DISTRICT_(B),3,52,40177,81,E08000028,8555.891,0.000,AA,CIVIL ADMINISTRATION AREA,,
Sefton District (B),MTD,Metropolitan District,SEFTON_DISTRICT_(B),9,69,46660,5960,E08000014,20477.967,4978.873,AA,CIVIL ADMINISTRATION AREA,,
Sheffield District (B),MTD,Metropolitan District,SHEFFIELD_DISTRICT_(B),6,66,50352,9113,E08000019,36793.009,0.000,AA,CIVIL ADMINISTRATION AREA,,
Solihull District (B),MTD,Metropolitan District,SOLIHULL_DISTRICT_(B),3,69,40102,9,E08000029,17828.205,0.000,AA,CIVIL ADMINISTRATION AREA,,
South Tyneside District (B),MTD,Metropolitan District,SOUTH_TYNESIDE_DISTRICT_(B),10,40,50126,9685,E08000023,6710.839,271.410,AA,CIVIL ADMINISTRATION AREA,,
Stockport District (B),MTD,Metropolitan District,STOCKPORT_DISTRICT_(B),12,50,56527,18757,E08000007,12604.032,0.000,AA,CIVIL ADMINISTRATION AREA,,
St. Helens District (B),MTD,Metropolitan District,ST_HELENS_DISTRICT_(B),3,49,46801,6000,E08000013,13635.876,0.000,AA,CIVIL ADMINISTRATION AREA,,
Sunderland District (B),MTD,Metropolitan District,SUNDERLAND_DISTRICT_(B),15,60,50083,9731,E08000024,13963.011,219.128,AA,CIVIL ADMINISTRATION AREA,,
Tameside District (B),MTD,Metropolitan District,TAMESIDE_DISTRICT_(B),15,44,56468,18700,E08000008,10315.421,0.000,AA,CIVIL ADMINISTRATION AREA,,
Trafford District (B),MTD,Metropolitan District,TRAFFORD_DISTRICT_(B),10,55,56556,18786,E08000009,10604.476,0.000,AA,CIVIL ADMINISTRATION AREA,,
Wakefield District (B),MTD,Metropolitan District,WAKEFIELD_DISTRICT_(B),18,107,61077,16758,E08000036,33861.969,0.000,AA,CIVIL ADMINISTRATION AREA,,
Walsall District (B),MTD,Metropolitan District,WALSALL_DISTRICT_(B),15,44,40168,72,E08000030,10397.350,0.000,AA,CIVIL ADMINISTRATION AREA,,
Wigan District (B),MTD,Metropolitan District,WIGAN_DISTRICT_(B),15,60,56640,18868,E08000010,18817.091,0.000,AA,CIVIL ADMINISTRATION AREA,,
Wirral District (B),MTD,Metropolitan District,WIRRAL_DISTRICT_(B),10,48,46783,6068,E08000015,25639.898,9935.249,AA,CIVIL ADMINISTRATION AREA,,
Abertawe - Swansea,UTA,Unitary Authority,ABERTAWE_-_SWANSEA,11,131,71439,25492,W06000011,42089.790,4123.870,AA,CIVIL ADMINISTRATION AREA,,
Angus,UTA,Unitary Authority,ANGUS,3,20,80405,30216,S12000041,220323.401,1803.982,AA,CIVIL ADMINISTRATION AREA,,
Bath and North East Somerset,UTA,Unitary Authority,BATH_AND_NORTH_EAST_SOMERSET,15,174,71543,25554,E06000022,35112.321,0.000,AA,CIVIL ADMINISTRATION AREA,,
Bedford (B),UTA,Unitary Authority,BEDFORD_(B),3,153,41015,43871,E06000055,47640.838,0.000,AA,CIVIL ADMINISTRATION AREA,,
Blackburn with Darwen (B),UTA,Unitary Authority,BLACKBURN_WITH_DARWEN_(B),8,65,101590,38840,E06000008,13702.199,0.000,AA,CIVIL ADMINISTRATION AREA,,
Blackpool (B),UTA,Unitary Authority,BLACKPOOL_(B),10,46,101616,38861,E06000009,4315.074,829.923,AA,CIVIL ADMINISTRATION AREA,,
Blaenau Gwent - Blaenau Gwent,UTA,Unitary Authority,BLAENAU_GWENT_-_BLAENAU_GWENT,9,48,108308,25494,W06000019,10872.795,0.000,AA,CIVIL ADMINISTRATION AREA,,
Bournemouth (B),UTA,Unitary Authority,BOURNEMOUTH_(B),8,42,99907,38340,E06000028,4716.808,99.004,AA,CIVIL ADMINISTRATION AREA,,
Bracknell Forest (B),UTA,Unitary Authority,BRACKNELL_FOREST_(B),9,50,101679,38893,E06000036,10938.421,0.000,AA,CIVIL ADMINISTRATION AREA,,
Bro Morgannwg - the Vale of Glamorgan,UTA,Unitary Authority,BRO_MORGANNWG_-_THE_VALE_OF_GLAMORGAN,24,99,71449,25502,W06000014,33967.579,848.305,AA,CIVIL ADMINISTRATION AREA,,
Caerffili - Caerphilly,UTA,Unitary Authority,CAERFFILI_-_CAERPHILLY,18,101,71443,25496,W06000018,27738.773,0.000,AA,CIVIL ADMINISTRATION AREA,,
Casnewydd - Newport,UTA,Unitary Authority,CASNEWYDD_-_NEWPORT,11,84,71446,44426,W06000022,21776.751,2724.274,AA,CIVIL ADMINISTRATION AREA,,
Castell-nedd Port Talbot - Neath Port Talbot,UTA,Unitary Authority,CASTELL-NEDD_PORT_TALBOT_-_NEATH_PORT_TALBOT,19,144,71445,25498,W06000012,45186.998,953.458,AA,CIVIL ADMINISTRATION AREA,,
Central Bedfordshire,UTA,Unitary Authority,CENTRAL_BEDFORDSHIRE,15,222,123600,43870,E06000056,71566.521,0.000,AA,CIVIL ADMINISTRATION AREA,,
Cheshire East (B),UTA,Unitary Authority,CHESHIRE_EAST_(B),8,398,123504,43553,E06000049,116635.737,0.000,AA,CIVIL ADMINISTRATION AREA,,
Cheshire West and Chester (B),UTA,Unitary Authority,CHESHIRE_WEST_AND_CHESTER_(B),8,327,123503,43552,E06000050,94120.736,2450.672,AA,CIVIL ADMINISTRATION AREA,,
City of Bristol (B),UTA,Unitary Authority,CITY_OF_BRISTOL_(B),2,72,71510,25523,E06000023,23533.937,12566.341,AA,CIVIL ADMINISTRATION AREA,,
City of Derby (B),UTA,Unitary Authority,CITY_OF_DERBY_(B),5,38,97721,37538,E06000015,7803.111,0.000,AA,CIVIL ADMINISTRATION AREA,,
City of Kingston upon Hull (B),UTA,Unitary Authority,CITY_OF_KINGSTON_UPON_HULL_(B),3,50,71636,25639,E06000010,8149.757,1004.773,AA,CIVIL ADMINISTRATION AREA,,
City of Leicester (B),UTA,Unitary Authority,CITY_OF_LEICESTER_(B),9,46,97712,37533,E06000016,7334.215,0.000,AA,CIVIL ADMINISTRATION AREA,,
City of Nottingham (B),UTA,Unitary Authority,CITY_OF_NOTTINGHAM_(B),9,44,101609,38857,E06000018,7461.352,0.000,AA,CIVIL ADMINISTRATION AREA,,
City of Peterborough (B),UTA,Unitary Authority,CITY_OF_PETERBOROUGH_(B),9,106,101672,38886,E06000031,34343.798,5.966,AA,CIVIL ADMINISTRATION AREA,,
City of Southampton (B),UTA,Unitary Authority,CITY_OF_SOUTHAMPTON_(B),10,36,96957,37256,E06000045,5638.515,654.137,AA,CIVIL ADMINISTRATION AREA,,
City of Stoke-on-Trent (B),UTA,Unitary Authority,CITY_OF_STOKE-ON-TRENT_(B),7,78,100107,38408,E06000021,9344.849,0.000,AA,CIVIL ADMINISTRATION AREA,,
Clackmannanshire,UTA,Unitary Authority,CLACKMANNANSHIRE,4,14,80813,30418,S12000005,16392.117,494.056,AA,CIVIL ADMINISTRATION AREA,,
Conwy - Conwy,UTA,Unitary Authority,CONWY_-_CONWY,20,143,71440,25493,W06000003,115348.339,2329.216,AA,CIVIL ADMINISTRATION AREA,,
County Durham,UTA,Unitary Authority,COUNTY_DURHAM,10,407,42353,43607,E06000047,223269.869,115.627,AA,CIVIL ADMINISTRATION AREA,,
County of Herefordshire,UTA,Unitary Authority,COUNTY_OF_HEREFORDSHIRE,14,585,101690,38904,E06000019,217970.958,0.000,AA,CIVIL ADMINISTRATION AREA,,
Darlington (B),UTA,Unitary Authority,DARLINGTON_(B),4,92,100101,38404,E06000005,19747.560,0.000,AA,CIVIL ADMINISTRATION AREA,,
Dundee City,UTA,Unitary Authority,DUNDEE_CITY,7,20,124308,30215,S12000042,6222.591,244.908,AA,CIVIL ADMINISTRATION AREA,,
East Ayrshire,UTA,Unitary Authority,EAST_AYRSHIRE,4,22,122880,43393,S12000008,127033.655,0.000,AA,CIVIL ADMINISTRATION AREA,,
East Dunbartonshire,UTA,Unitary Authority,EAST_DUNBARTONSHIRE,6,20,80980,30501,S12000045,17449.144,0.000,AA,CIVIL ADMINISTRATION AREA,,
East Renfrewshire,UTA,Unitary Authority,EAST_RENFREWSHIRE,3,16,124520,30846,S12000011,17424.120,0.000,AA,CIVIL ADMINISTRATION AREA,,
East Riding of Yorkshire,UTA,Unitary Authority,EAST_RIDING_OF_YORKSHIRE,8,395,71631,25635,E06000011,249479.584,8830.439,AA,CIVIL ADMINISTRATION AREA,,
Falkirk,UTA,Unitary Authority,FALKIRK,6,22,122126,30504,S12000014,31493.129,1756.781,AA,CIVIL ADMINISTRATION AREA,,
Glasgow City,UTA,Unitary Authority,GLASGOW_CITY,15,46,81237,30631,S12000046,17644.896,174.339,AA,CIVIL ADMINISTRATION AREA,,
Halton (B),UTA,Unitary Authority,HALTON_(B),16,59,101598,38848,E06000006,9032.148,1123.752,AA,CIVIL ADMINISTRATION AREA,,
Hartlepool (B),UTA,Unitary Authority,HARTLEPOOL_(B),9,42,125831,25589,E06000001,9844.170,488.219,AA,CIVIL ADMINISTRATION AREA,,
Inverclyde,UTA,Unitary Authority,INVERCLYDE,4,16,81234,30629,S12000018,17360.516,1164.247,AA,CIVIL ADMINISTRATION AREA,,
Luton (B),UTA,Unitary Authority,LUTON_(B),9,42,97716,37536,E06000032,4335.251,0.000,AA,CIVIL ADMINISTRATION AREA,,
Medway (B),UTA,Unitary Authority,MEDWAY_(B),14,70,101698,38908,E06000035,26906.393,7552.359,AA,CIVIL ADMINISTRATION AREA,,
Merthyr Tudful - Merthyr Tydfil,UTA,Unitary Authority,MERTHYR_TUDFUL_-_MERTHYR_TYDFIL,5,38,71444,25497,W06000024,11195.700,0.000,AA,CIVIL ADMINISTRATION AREA,,
Middlesbrough (B),UTA,Unitary Authority,MIDDLESBROUGH_(B),3,48,71579,25586,E06000002,5455.357,66.496,AA,CIVIL ADMINISTRATION AREA,,
Midlothian,UTA,Unitary Authority,MIDLOTHIAN,4,16,125718,30634,S12000019,35527.525,0.000,AA,CIVIL ADMINISTRATION AREA,,
Milton Keynes (B),UTA,Unitary Authority,MILTON_KEYNES_(B),15,142,100131,38413,E06000042,30862.673,0.000,AA,CIVIL ADMINISTRATION AREA,,
North East Lincolnshire (B),UTA,Unitary Authority,NORTH_EAST_LINCOLNSHIRE_(B),8,76,71648,25650,E06000012,20355.412,1169.033,AA,CIVIL ADMINISTRATION AREA,,
North Lanarkshire,UTA,Unitary Authority,NORTH_LANARKSHIRE,9,44,124244,30503,S12000044,47222.392,0.000,AA,CIVIL ADMINISTRATION AREA,,
North Lincolnshire (B),UTA,Unitary Authority,NORTH_LINCOLNSHIRE_(B),9,151,71618,25623,E06000013,87568.475,2938.830,AA,CIVIL ADMINISTRATION AREA,,
Pen-y-bont ar Ogwr - Bridgend,UTA,Unitary Authority,PEN-Y-BONT_AR_OGWR_-_BRIDGEND,19,113,71442,25495,W06000013,25531.156,458.117,AA,CIVIL ADMINISTRATION AREA,,
Perth and Kinross,UTA,Unitary Authority,PERTH_AND_KINROSS,8,28,122113,30110,S12000024,541890.912,3516.800,AA,CIVIL ADMINISTRATION AREA,,
Poole (B),UTA,Unitary Authority,POOLE_(B),15,36,99904,38339,E06000029,7471.614,994.840,AA,CIVIL ADMINISTRATION AREA,,
Powys - Powys,UTA,Unitary Authority,POWYS_-_POWYS,7,347,71438,25491,W06000023,519545.622,13.540,AA,CIVIL ADMINISTRATION AREA,,
Reading (B),UTA,Unitary Authority,READING_(B),10,36,101681,38895,E06000038,4039.798,0.000,AA,CIVIL ADMINISTRATION AREA,,
Redcar and Cleveland (B),UTA,Unitary Authority,REDCAR_AND_CLEVELAND_(B),11,58,71583,25588,E06000003,25389.087,907.069,AA,CIVIL ADMINISTRATION AREA,,
Renfrewshire,UTA,Unitary Authority,RENFREWSHIRE,6,26,118992,30630,S12000038,26923.729,774.975,AA,CIVIL ADMINISTRATION AREA,,
Rhondda Cynon Taf - Rhondda Cynon Taf,UTA,Unitary Authority,RHONDDA_CYNON_TAF_-_RHONDDA_CYNON_TAF,18,155,71447,25500,W06000016,42415.050,0.000,AA,CIVIL ADMINISTRATION AREA,,
Rutland,UTA,Unitary Authority,RUTLAND,4,148,97704,37528,E06000017,39374.897,0.000,AA,CIVIL ADMINISTRATION AREA,,
Scottish Borders,UTA,Unitary Authority,SCOTTISH_BORDERS,5,26,126759,36552,S12000026,474265.712,350.250,AA,CIVIL ADMINISTRATION AREA,,
Shropshire,UTA,Unitary Authority,SHROPSHIRE,18,534,59646,43822,E06000051,319727.550,0.000,AA,CIVIL ADMINISTRATION AREA,,
Sir Ddinbych - Denbighshire,UTA,Unitary Authority,SIR_DDINBYCH_-_DENBIGHSHIRE,12,135,71434,25487,W06000004,84638.009,783.592,AA,CIVIL ADMINISTRATION AREA,,
Sir Gaerfyrddin - Carmarthenshire,UTA,Unitary Authority,SIR_GAERFYRDDIN_-_CARMARTHENSHIRE,8,252,124956,25486,W06000010,243894.704,6781.413,AA,CIVIL ADMINISTRATION AREA,,
Sir y Fflint - Flintshire,UTA,Unitary Authority,SIR_Y_FFLINT_-_FLINTSHIRE,1,172,71775,25776,W06000005,48943.953,5194.951,AA,CIVIL ADMINISTRATION AREA,,
Slough (B),UTA,Unitary Authority,SLOUGH_(B),7,39,101677,38891,E06000039,3254.201,0.000,AA,CIVIL ADMINISTRATION AREA,,
Southend-on-Sea (B),UTA,Unitary Authority,SOUTHEND-ON-SEA_(B),9,40,101696,38907,E06000033,6790.098,2614.537,AA,CIVIL ADMINISTRATION AREA,,
South Gloucestershire,UTA,Unitary Authority,SOUTH_GLOUCESTERSHIRE,20,166,71548,25559,E06000025,53664.531,3969.821,AA,CIVIL ADMINISTRATION AREA,,
South Lanarkshire,UTA,Unitary Authority,SOUTH_LANARKSHIRE,4,44,123461,30847,S12000029,177404.342,12.518,AA,CIVIL ADMINISTRATION AREA,,
Stirling,UTA,Unitary Authority,STIRLING,3,18,80981,30502,S12000030,225481.155,146.816,AA,CIVIL ADMINISTRATION AREA,,
Stockton-on-Tees (B),UTA,Unitary Authority,STOCKTON-ON-TEES_(B),5,94,71582,25587,E06000004,20973.097,476.858,AA,CIVIL ADMINISTRATION AREA,,
Swindon (B),UTA,Unitary Authority,SWINDON_(B),12,76,99373,38141,E06000030,23009.336,0.000,AA,CIVIL ADMINISTRATION AREA,,
Telford and Wrekin (B),UTA,Unitary Authority,TELFORD_AND_WREKIN_(B),3,120,101606,38854,E06000020,29031.346,0.000,AA,CIVIL ADMINISTRATION AREA,,
The City of Brighton and Hove (B),UTA,Unitary Authority,THE_CITY_OF_BRIGHTON_AND_HOVE_(B),10,49,95559,36749,E06000043,8537.682,259.140,AA,CIVIL ADMINISTRATION AREA,,
